Isolate_Id,Isolate_Name,Subtype,Lineage,Clade,Host,Passage_History,Location,Collection_Date,Submission_Date,H_Subtype,N_Subtype,Collection_Year,4_HA_ID,New_Host,Prediction
EPI_ISL_19134617,A/Ross's goose/Kansas/W23-968B/2023,H5N1,,2.3.4.4b,Goose,Original,North America / United States / Kansas,2023-12-12,2024-05-07,5,1,2023,EPI3280409,goose,Avian
EPI_ISL_19134612,A/Canada goose/North Carolina/W24-51/2024,H5N1,,2.3.4.4b,Goose,Original,North America / United States / North Carolina,2024-01-12,2024-05-07,5,1,2024,EPI3280369,goose,Avian
EPI_ISL_19134611,A/Canada goose/North Carolina/W24-74B/2024,H5N1,,2.3.4.4b,Goose,Original,North America / United States / North Carolina,2024-01-24,2024-05-07,5,1,2024,EPI3280363,goose,Avian
EPI_ISL_19134610,A/Canada goose/North Carolina/W24-90A/2024,H5N1,,2.3.4.4b,Goose,Original,North America / United States / North Carolina,2024-02-06,2024-05-07,5,1,2024,EPI3280356,goose,Avian
EPI_ISL_19134591,A/snow goose/Kansas/W23-961D/2023,H5N1,,2.3.4.4b,Goose,Original,North America / United States / Kansas,2023-12-11,2024-05-07,5,1,2023,EPI3280279,goose,Avian
EPI_ISL_19134590,A/snow goose/Kansas/W23-968E/2023,H5N1,,2.3.4.4b,Goose,Original,North America / United States / Kansas,2023-12-12,2024-05-07,5,1,2023,EPI3280271,goose,Avian
EPI_ISL_19094515,A/canada goose/Indiana/24_008719-001/2024,H5N1,,2.3.4.4b,Goose,Original,North America / United States / Indiana,2024-03-12,2024-05-02,5,1,2024,EPI3260310,goose,Avian
EPI_ISL_19094514,A/canada goose/Missouri/24_006385-003/2024,H5N1,,2.3.4.4b,Goose,Original,North America / United States / Missouri,2024-02-22,2024-05-02,5,1,2024,EPI3260302,goose,Avian
EPI_ISL_19094498,A/snow goose/Colorado/24_007706-001/2024,H5N1,,2.3.4.4b,Goose,Original,North America / United States / Colorado,2024-02-27,2024-05-02,5,1,2024,EPI3260172,goose,Avian
EPI_ISL_19094505,A/mute swan/California/24_005918-001/2024,H5N1,,2.3.4.4b,Swan,Original,North America / United States / California,2024-02-06,2024-05-02,5,1,2024,EPI3260229,swan,Avian
EPI_ISL_19241161,A/turkey/Minnesota/24-017676-001/2024,H5N1,,2.3.4.4b,Turkey,Original,North America / United States / Minnesota,2024-06-14,2024-07-03,5,1,2024,EPI3418321,turkey,Avian
EPI_ISL_19241154,A/turkey/Iowa/24-017986-001/2024,H5N1,,2.3.4.4b,Turkey,Original,North America / United States / Iowa,2024-06-19,2024-07-03,5,1,2024,EPI3418266,turkey,Avian
EPI_ISL_18749467,A/red-tailed hawk/Montana/23-034854-001/2023,H5N1,,2.3.4.4b,Other avian,Original,North America / United States / Montana,2023-11-08,2024-01-11,5,1,2023,EPI2906334,other_avian,Avian
EPI_ISL_18749466,A/red-tailed hawk/Montana/23-034855-001/2023,H5N1,,2.3.4.4b,Other avian,Original,North America / United States / Montana,2023-11-08,2024-01-11,5,1,2023,EPI2906326,other_avian,Avian
EPI_ISL_19094493,A/domestic cat/New Mexico/24_009116-001/2024,H5N1,,EA_nonGsGD,Feline,Original,North America / United States / New Mexico,2024-03-20,2024-05-02,5,1,2024,EPI3260130,feline,Avian
EPI_ISL_19594057,A/swine/Oregon/24-031264-004/2024,H5N1,,2.3.4.4b,Swine,,North America / United States / Oregon,2024-10-22,2024-12-06,5,1,2024,EPI3678912,swine,Avian
EPI_ISL_19307284,A/raccoon/Iowa/24-019376-001-R2/2024,H5N1,,2.3.4.4b,Other mammals,Original,North America / United States / Iowa,2024-06-18,2024-08-01,5,1,2024,EPI3487771,raccoon,Avian
EPI_ISL_19094507,A/mountain lion/Montana/24_005908-001/2024,H5N1,,2.3.4.4b,Other mammals,Original,North America / United States / Montana,2024-01-30,2024-05-02,5,1,2024,EPI3260245,mountain_lion,Avian
EPI_ISL_19094506,A/mountain lion/Montana/24_010315-001/2024,H5N1,,2.3.4.4b,Other mammals,Original,North America / United States / Montana,2024-04-01,2024-05-02,5,1,2024,EPI3260237,mountain_lion,Avian
EPI_ISL_19094504,A/skunk/Montana/24_007939-001/2024,H5N1,,2.3.4.4b,Other mammals,Original,North America / United States / Montana,2024-03-11,2024-05-02,5,1,2024,EPI3260220,skunk,Avian
EPI_ISL_19094502,A/skunk/Utah/24_008032-004/2024,H5N1,,2.3.4.4b,Other mammals,Original,North America / United States / Utah,2024-01-10,2024-05-02,5,1,2024,EPI3260205,skunk,Non-human Mammal
EPI_ISL_19094501,A/skunk/Washington/24_005959-001/2024,H5N1,,2.3.4.4b,Other mammals,Original,North America / United States / Washington,2024-02-23,2024-05-02,5,1,2024,EPI3260196,skunk,Avian
EPI_ISL_19094500,A/skunk/Washington/24_005959-002/2024,H5N1,,2.3.4.4b,Other mammals,Original,North America / United States / Washington,2024-02-23,2024-05-02,5,1,2024,EPI3260188,skunk,Avian
EPI_ISL_19094499,A/skunk/Washington/24_005959-003/2024,H5N1,,2.3.4.4b,Other mammals,Original,North America / United States / Washington,2024-02-23,2024-05-02,5,1,2024,EPI3260180,skunk,Avian
EPI_ISL_19094443,A/feline/Montana/24-009038-001/2024,H5N1,,2.3.4.4b,Other mammals,original,North America / United States / Montana / Yellowstone County,2024-03-19,2024-05-03,5,1,2024,EPI3259740,feline,Avian
EPI_ISL_19512044,A/California/168/2024,H5N1,,2.3.4.4b,Human,OR_IR,North America / United States / California,2024-10-18,2024-10-28,5,1,2024,EPI3621212,human,Avian
EPI_ISL_19512043,A/California/155/2024,H5N1,,2.3.4.4b,Human,OR_IR,North America / United States / California,2024-10-16,2024-10-28,5,1,2024,EPI3621204,human,Avian
EPI_ISL_19437802,A/horned grebe/Virginia/W24-219B/2024,H5N1,,2.3.4.4b,Avian,E1,North America / United States / Virginia,2024-03-29,2024-09-24,5,1,2024,EPI3571082,horned_grebe,Avian
EPI_ISL_19430029,A/chicken/Florida/24-022130-003-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / Florida / Miami-Dade County,2024-07-31,2024-09-23,5,1,2024,EPI3567543,chicken,Avian
EPI_ISL_19430026,A/chicken/Florida/24-021103-002-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / Florida / Hendry County,2024-07-22,2024-09-23,5,1,2024,EPI3567519,chicken,Avian
EPI_ISL_19430025,A/chicken/Florida/24-021103-001-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / Florida / Hendry County,2024-07-22,2024-09-23,5,1,2024,EPI3567511,chicken,Avian
EPI_ISL_19430024,A/chicken/Florida/24-020700-001-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / Florida / Miami-Dade County,2024-07-16,2024-09-23,5,1,2024,EPI3567503,chicken,Avian
EPI_ISL_19430023,A/chicken/Florida/24-020699-001-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / Florida / Miami-Dade County,2024-07-16,2024-09-23,5,1,2024,EPI3567495,chicken,Avian
EPI_ISL_19430022,A/chicken/Florida/24-020698-001-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / Florida / Miami-Dade County,2024-07-16,2024-09-23,5,1,2024,EPI3567487,chicken,Avian
EPI_ISL_19430021,A/herring gull/Rhode Island/24-016702-001-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / Rhode Island,2024-05-23,2024-09-23,5,1,2024,EPI3567479,herring_gull,Avian
EPI_ISL_19430020,A/chicken/South Carolina/24-015662-001-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / South Carolina / Richland County,2024-05-24,2024-09-23,5,1,2024,EPI3567471,chicken,Avian
EPI_ISL_19430019,A/great black-backed gull/Rhode Island/24-014172-002-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / Rhode Island,2024-04-30,2024-09-23,5,1,2024,EPI3567463,great_black_backed_gull,Avian
EPI_ISL_19430018,A/chicken/California/24-013431-002-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / California / San Francisco County,2024-05-02,2024-09-23,5,1,2024,EPI3567455,chicken,Avian
EPI_ISL_19430015,A/bald eagle/Pennsylvania/24-012612-001-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / Pennsylvania,2024-04-13,2024-09-23,5,1,2024,EPI3567431,bald_eagle,Avian
EPI_ISL_19430009,A/bufflehead/New Jersey/24-009315-003-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / New Jersey,2024-03-20,2024-09-23,5,1,2024,EPI3567383,bufflehead,Avian
EPI_ISL_19430008,A/bufflehead/New Jersey/24-009315-002-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / New Jersey,2024-03-20,2024-09-23,5,1,2024,EPI3567375,bufflehead,Avian
EPI_ISL_19430006,A/Canada goose/Massachusetts/24-007313-001-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / Massachusetts,2024-02-08,2024-09-23,5,1,2024,EPI3567359,canada_goose,Avian
EPI_ISL_19430004,A/Canada goose/South Carolina/24-004559-001-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / South Carolina,2024-02-06,2024-09-23,5,1,2024,EPI3567343,canada_goose,Avian
EPI_ISL_19430003,A/Canada goose/Virginia/24-004375-001-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / Virginia,2024-02-06,2024-09-23,5,1,2024,EPI3567335,canada_goose,Avian
EPI_ISL_19430000,A/mallard/New Hampshire/24-004334-027-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / New Hampshire,2024-02-02,2024-09-23,5,1,2024,EPI3567311,mallard,Avian
EPI_ISL_19429985,A/mallard/New Hampshire/24-004334-004-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / New Hampshire,2024-02-02,2024-09-23,5,1,2024,EPI3567191,mallard,Avian
EPI_ISL_19429984,A/mallard/New Hampshire/24-004334-002-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / New Hampshire,2024-02-02,2024-09-23,5,1,2024,EPI3567183,mallard,Avian
EPI_ISL_19429983,A/mallard/New Hampshire/24-004334-001-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / New Hampshire,2024-02-02,2024-09-23,5,1,2024,EPI3567175,mallard,Avian
EPI_ISL_19429982,A/mallard/Maine/24-004332-010-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / Maine,2024-02-02,2024-09-23,5,1,2024,EPI3567167,mallard,Avian
EPI_ISL_19429981,A/mallard/Maine/24-004331-004-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / Maine,2024-02-01,2024-09-23,5,1,2024,EPI3567159,mallard,Avian
EPI_ISL_19429979,A/mallard/North Dakota/23-034424-003-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / North Dakota,2023-11-03,2024-09-23,5,1,2023,EPI3567143,mallard,Avian
EPI_ISL_19429975,A/mallard/Michigan/23-034360-013-original/2023,H5N2,,Am_nonGsGD,Avian,original,North America / United States / Michigan,2023-11-01,2024-09-23,5,2,2023,EPI3567111,mallard,Avian
EPI_ISL_19429971,A/mallard/Indiana/23-034359-007-original/2023,H5N2,,Am_nonGsGD,Avian,original,North America / United States / Indiana,2023-11-01,2024-09-23,5,2,2023,EPI3567079,mallard,Avian
EPI_ISL_19429958,A/mallard/North Dakota/23-033789-006-original/2023,H5N9,,Am_nonGsGD,Avian,original,North America / United States / North Dakota,2023-10-25,2024-09-23,5,9,2023,EPI3566975,mallard,Avian
EPI_ISL_19429954,A/green-winged teal/Delaware/23-033625-001-original/2023,H5N2,,Am_nonGsGD,Avian,original,North America / United States / Delaware,2023-10-27,2024-09-23,5,2,2023,EPI3566943,green_winged_teal,Avian
EPI_ISL_19429949,A/green-winged teal/Idaho/23-033317-020-original2/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Idaho,2023-10-19,2024-09-23,5,1,2023,EPI3566903,green_winged_teal,Avian
EPI_ISL_19372832,A/turkey/Missouri/24-005371-001-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / Missouri / Dallas County,2024-02-17,2024-09-02,5,1,2024,EPI3528402,turkey,Avian
EPI_ISL_19372830,A/turkey/Missouri/24-005369-001-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / Missouri / Dallas County,2024-02-07,2024-09-02,5,1,2024,EPI3528386,turkey,Avian
EPI_ISL_19372829,A/chicken/Ohio/24-005334-002-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / Ohio / Franklin County,2024-02-18,2024-09-02,5,1,2024,EPI3528378,chicken,Avian
EPI_ISL_19372827,A/turkey/North Carolina/24-005140-002-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / North Carolina / Duplin County,2024-02-15,2024-09-02,5,1,2024,EPI3528362,turkey,Avian
EPI_ISL_19372825,A/chicken/Florida/24-004649-001-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / Florida / Miami-Dade County,2024-02-07,2024-09-02,5,1,2024,EPI3528346,chicken,Avian
EPI_ISL_19372824,A/chicken/Idaho/24-004368-003-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / Idaho / Twin Falls County,2024-02-09,2024-09-02,5,1,2024,EPI3528338,chicken,Avian
EPI_ISL_19372823,A/chicken/Pennsylvania/24-004245-004-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / Pennsylvania / Schuylkill County,2024-02-07,2024-09-02,5,1,2024,EPI3528330,chicken,Avian
EPI_ISL_19372820,A/chicken/Idaho/24-004163-001-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / Idaho / Owyhee County,2024-02-07,2024-09-02,5,1,2024,EPI3528306,chicken,Avian
EPI_ISL_19372817,A/chicken/Massachusetts/24-003817-001-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / Massachusetts / Essex County,2024-02-02,2024-09-02,5,1,2024,EPI3528282,chicken,Avian
EPI_ISL_19372816,A/chicken/Pennsylvania/24-003804-003-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / Pennsylvania / Wayne County,2024-02-03,2024-09-02,5,1,2024,EPI3528274,chicken,Avian
EPI_ISL_19372814,A/chicken/Nebraska/24-003792-002-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / Nebraska / Gage County,2024-02-04,2024-09-02,5,1,2024,EPI3528258,chicken,Avian
EPI_ISL_19372812,A/guinea fowl/California/24-003250-002-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / California / Placer County,2024-01-18,2024-09-02,5,1,2024,EPI3528242,guinea_fowl,Avian
EPI_ISL_19372810,A/chicken/Florida/24-002738-002-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / Florida / DeSoto County,2024-01-23,2024-09-02,5,1,2024,EPI3528226,chicken,Avian
EPI_ISL_19372808,A/chicken/Maine/24-002533-002-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / Maine / Kennebec County,2024-01-23,2024-09-02,5,1,2024,EPI3528210,chicken,Avian
EPI_ISL_19372807,A/chicken/Maine/24-002533-001-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / Maine / Kennebec County,2024-01-23,2024-09-02,5,1,2024,EPI3528202,chicken,Avian
EPI_ISL_19372806,A/turkey/Indiana/24-002432-002-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / Indiana / Daviess County,2024-01-23,2024-09-02,5,1,2024,EPI3528194,turkey,Avian
EPI_ISL_19372803,A/pheasant/Kansas/24-001752-002-original/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / Kansas / Mitchell County,2024-01-18,2024-09-02,5,1,2024,EPI3528170,pheasant,Avian
EPI_ISL_19372783,A/ring-necked duck/Florida/23-038112-112-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Florida,2023-11-18,2024-09-02,5,1,2023,EPI3528010,ring_necked_duck,Avian
EPI_ISL_19372782,A/blue-winged teal/Florida/23-038112-097-original/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Florida,2023-11-18,2024-09-02,5,1,2023,EPI3528002,blue_winged_teal,Avian
EPI_ISL_19290329,A/grackle/Texas/USL_047/2024,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Texas,2024-04-04,2024-06-14,5,1,2024,EPI3462908,grackle,Avian
EPI_ISL_19175603,A/chicken/California/23-038157-005/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / California / Stanislaus County,2023-12-02,2024-05-31,5,1,2023,EPI3351190,chicken,Avian
EPI_ISL_19175602,A/chicken/California/23-038157-003/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / California / Stanislaus County,2023-12-02,2024-05-31,5,1,2023,EPI3351182,chicken,Avian
EPI_ISL_19175600,A/snow goose/Mississippi/23-038132-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Mississippi,2023-11-29,2024-05-31,5,1,2023,EPI3351166,snow_goose,Avian
EPI_ISL_19175599,A/chicken/Kansas/23-037960-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Kansas / Pottawatomie County,2023-11-30,2024-05-31,5,1,2023,EPI3351158,chicken,Avian
EPI_ISL_19175597,A/turkey/Wisconsin/23-037959-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Wisconsin / Barron County,2023-11-30,2024-05-31,5,1,2023,EPI3351142,turkey,Avian
EPI_ISL_19175596,A/turkey/Wisconsin/23-037959-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Wisconsin / Barron County,2023-11-30,2024-05-31,5,1,2023,EPI3351134,turkey,Avian
EPI_ISL_19175593,A/northern pintail/California/23-037849-010/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / California,2023-11-15,2024-05-31,5,1,2023,EPI3351110,northern_pintail,Avian
EPI_ISL_19175592,A/domestic duck/Iowa/23-037774-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Iowa / Woodbury County,2023-11-28,2024-05-31,5,1,2023,EPI3351102,domestic_duck,Avian
EPI_ISL_19175591,A/American wigeon/California/23-032991-008/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / California,2023-10-22,2024-05-31,5,1,2023,EPI3351094,american_wigeon,Avian
EPI_ISL_19175590,A/American wigeon/California/23-032991-005/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / California,2023-10-22,2024-05-31,5,1,2023,EPI3351086,american_wigeon,Avian
EPI_ISL_19175589,A/American wigeon/California/23-032991-003/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / California,2023-10-22,2024-05-31,5,1,2023,EPI3351078,american_wigeon,Avian
EPI_ISL_19175588,A/green-winged teal/Iowa/23-032986-006/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Iowa,2023-10-19,2024-05-31,5,1,2023,EPI3351070,green_winged_teal,Avian
EPI_ISL_19175587,A/blue-winged teal/Iowa/23-032986-004/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Iowa,2023-10-19,2024-05-31,5,1,2023,EPI3351062,blue_winged_teal,Avian
EPI_ISL_19175586,A/mallard/North Dakota/23-032886-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / North Dakota,2023-10-21,2024-05-31,5,1,2023,EPI3351054,mallard,Avian
EPI_ISL_19175585,A/pintail/North Dakota/23-032882-004/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / North Dakota,2023-10-19,2024-05-31,5,1,2023,EPI3351046,pintail,Avian
EPI_ISL_19175583,A/gadwall/Oregon/23-032795-038/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Oregon,2023-10-21,2024-05-31,5,1,2023,EPI3351030,gadwall,Avian
EPI_ISL_19175582,A/American wigeon/Oregon/23-032795-007/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Oregon,2023-10-21,2024-05-31,5,1,2023,EPI3351022,american_wigeon,Avian
EPI_ISL_19175574,A/blue-winged teal/Idaho/23-028146-025/2023,H5N2,,Am_nonGsGD,Avian,Original,North America / United States / Idaho,2023-09-08,2024-05-31,5,2,2023,EPI3350958,blue_winged_teal,Avian
EPI_ISL_19175573,A/cinnamon teal/Idaho/23-028146-021/2023,H5N2,,Am_nonGsGD,Avian,Original,North America / United States / Idaho,2023-09-08,2024-05-31,5,2,2023,EPI3350950,cinnamon_teal,Avian
EPI_ISL_19175572,A/redhead duck/Idaho/23-028146-010/2023,H5N2,,Am_nonGsGD,Avian,Original,North America / United States / Idaho,2023-09-08,2024-05-31,5,2,2023,EPI3350942,redhead_duck,Avian
EPI_ISL_19168060,A/red-tailed_hawk/California/24-003714-001/2024,H5N1,,2.3.4.4b,Avian,Original,North America / United States / California,2024-01-27,2024-05-21,5,1,2024,EPI3338496,red_tailed_hawk,Avian
EPI_ISL_19159901,A/chicken/Kansas/23-038155-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Kansas / Shawnee County,2023-12-04,2024-05-23,5,1,2023,EPI3328511,chicken,Avian
EPI_ISL_19159900,A/chicken/Kansas/23-038155-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Kansas / Shawnee County,2023-12-04,2024-05-23,5,1,2023,EPI3328503,chicken,Avian
EPI_ISL_19159899,A/turkey/Minnesota/23-038114-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Minnesota / Otter Tail  County,2023-12-02,2024-05-23,5,1,2023,EPI3328495,turkey,Avian
EPI_ISL_19159897,A/turkey/Minnesota/23-037474-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Minnesota / Douglas  County,2023-11-24,2024-05-23,5,1,2023,EPI3328479,turkey,Avian
EPI_ISL_19159896,A/turkey/Minnesota/23-037474-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Minnesota / Douglas  County,2023-11-24,2024-05-23,5,1,2023,EPI3328471,turkey,Avian
EPI_ISL_19159893,A/turkey/Minnesota/23-037472-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Minnesota / Becker County,2023-11-27,2024-05-23,5,1,2023,EPI3328447,turkey,Avian
EPI_ISL_19159892,A/chicken/Colorado/23-037463-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Colorado / Morgan County,2023-11-27,2024-05-23,5,1,2023,EPI3328439,chicken,Avian
EPI_ISL_19159889,A/redhead duck/Minnesota/23-032692-005/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Minnesota,2023-10-23,2024-05-23,5,1,2023,EPI3328415,redhead_duck,Avian
EPI_ISL_19159888,A/mallard/North Dakota/23-032480-003/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / North Dakota,2023-10-18,2024-05-23,5,1,2023,EPI3328407,mallard,Avian
EPI_ISL_19159887,A/green-winged teal/Washington/23-032370-004/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Washington,2023-10-18,2024-05-23,5,1,2023,EPI3328399,green_winged_teal,Avian
EPI_ISL_19159885,A/blue-winged teal/Montana/23-032220-005/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Montana,2023-10-14,2024-05-23,5,1,2023,EPI3328383,blue_winged_teal,Avian
EPI_ISL_19159884,A/gadwall/North Dakota/23-031936-004/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / North Dakota,2023-10-16,2024-05-23,5,1,2023,EPI3328375,gadwall,Avian
EPI_ISL_19159883,A/pintail/Michigan/23-031864-038/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Michigan,2023-10-14,2024-05-23,5,1,2023,EPI3328367,pintail,Avian
EPI_ISL_19159882,A/green-winged teal/Michigan/23-031864-029/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Michigan,2023-10-14,2024-05-23,5,1,2023,EPI3328359,green_winged_teal,Avian
EPI_ISL_19159881,A/green-winged teal/Oregon/23-031857-025/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Oregon,2023-10-14,2024-05-23,5,1,2023,EPI3328351,green_winged_teal,Avian
EPI_ISL_19159880,A/American wigeon/Oregon/23-031857-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Oregon,2023-10-14,2024-05-23,5,1,2023,EPI3328343,american_wigeon,Avian
EPI_ISL_19159874,A/mallard/New Hampshire/23-027732-083/2023,H5N2,,Am_nonGsGD,Avian,Original,North America / United States / New Hampshire,2023-09-07,2024-05-23,5,2,2023,EPI3328295,mallard,Avian
EPI_ISL_19159873,A/mallard/New Hampshire/23-027732-081/2023,H5N2,,Am_nonGsGD,Avian,Original,North America / United States / New Hampshire,2023-09-07,2024-05-23,5,2,2023,EPI3328287,mallard,Avian
EPI_ISL_19159871,A/mallard/New Hampshire/23-027732-056/2023,H5N2,,Am_nonGsGD,Avian,Original,North America / United States / New Hampshire,2023-09-07,2024-05-23,5,2,2023,EPI3328271,mallard,Avian
EPI_ISL_19134613,A/American white pelican/North Carolina/W24-84/2024,H5N1,,2.3.4.4b,Avian,Original,North America / United States / North Carolina,2024-01-23,2024-05-07,5,1,2024,EPI3280377,american_white_pelican,Avian
EPI_ISL_19134593,A/red-tailed hawk/South Carolina/W24-43/2024,H5N1,,2.3.4.4b,Avian,Original,North America / United States / South Carolina,2024-01-09,2024-05-07,5,1,2024,EPI3280294,red_tailed_hawk,Avian
EPI_ISL_19094518,A/american crow/Iowa/24_006634-001/2024,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Iowa,2024-03-01,2024-05-02,5,1,2024,EPI3260334,american_crow,Avian
EPI_ISL_19094497,A/turkey vulture/California/24_007419-001/2024,H5N1,,2.3.4.4b,Avian,Original,North America / United States / California,2024-02-20,2024-05-02,5,1,2024,EPI3260163,turkey_vulture,Avian
EPI_ISL_19094492,A/common raven/California/24_007417-001/2024,H5N1,,2.3.4.4b,Avian,Original,North America / United States / California,2024-02-20,2024-05-02,5,1,2024,EPI3260122,common_raven,Avian
EPI_ISL_19094438,A/mallard/New Hampshire/24-004334-044/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / New Hampshire,2024-02-02,2024-05-03,5,1,2024,EPI3259700,mallard,Avian
EPI_ISL_19094437,A/duck/Maine/24-004330-036/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / Maine,2024-01-31,2024-05-03,5,1,2024,EPI3259692,duck,Avian
EPI_ISL_19094434,A/mallard/Colorado/24-003181-003/2024,H5N1,,2.3.4.4b,Avian,original,North America / United States / Colorado,2024-01-27,2024-05-03,5,1,2024,EPI3259668,mallard,Avian
EPI_ISL_19094432,A/turkey/Minnesota/23-037039-001/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Minnesota / Kandiyohi County,2023-11-21,2024-05-03,5,1,2023,EPI3259652,turkey,Avian
EPI_ISL_19094430,A/chicken/South Dakota/23-037627-001/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / South Dakota / Minnehaha County,2023-11-29,2024-05-03,5,1,2023,EPI3259636,chicken,Avian
EPI_ISL_19094428,A/turkey/Missouri/23-034952-002/2023,H5N1,,2.3.4.4b,Avian,original,North America / United States / Missouri / Jasper County,2023-11-10,2024-05-03,5,1,2023,EPI3259620,turkey,Avian
EPI_ISL_18749476,A/chicken/Iowa/23-034841-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Iowa / Jones County,2023-11-09,2024-01-11,5,1,2023,EPI2906406,chicken,Avian
EPI_ISL_18749475,A/chicken/Iowa/23-034842-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Iowa / Taylor County,2023-11-09,2024-01-11,5,1,2023,EPI2906398,chicken,Avian
EPI_ISL_18749473,A/American white pelican/Iowa/23-034843-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Iowa,2023-11-08,2024-01-11,5,1,2023,EPI2906382,american_white_pelican,Avian
